"","model1_ASC_t","model1_DES_t","model2_ASC_t","model2_DES_t","model3_ASC_t","model3_DES_t","model4_ASC_t","model4_DES_t","model1_ASC_P","model1_DES_P","model2_ASC_P","model2_DES_P","model3_ASC_P","model3_DES_P","model4_ASC_P","model4_DES_P","model1_ASC_FDR","model1_DES_FDR","model2_ASC_FDR","model2_DES_FDR","model3_ASC_FDR","model3_DES_FDR","model4_ASC_FDR","model4_DES_FDR"
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Ruminococcus_gnavus_group--__",-0.127648556191353,0.127765424078219,-0.019486983041547,0.276820642848302,-0.277551119259605,-0.224292992506203,-0.42492896329953,-0.0582382488560923,0.898573665715806,0.898482154705202,0.984475208204899,0.782252155610796,0.781704407281136,0.82280851746468,0.671470259507454,0.953633386795731,0.993059764925697,0.929999100767652,0.997016293659738,0.821339321731877,0.948775914096762,0.94103852005273,0.942134803241546,0.978997713270063
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Anaerotruncus",-0.977294436701912,0.198976064085354,-0.93961559675261,0.0377340760987494,-0.778131684475033,-0.209703410301657,-1.05665751129158,-0.509509576264949,0.329772454249064,0.842513781511789,0.34873243655275,0.969943722096746,0.437605764918204,0.834159442354624,0.292291120368911,0.611115087132954,0.814644892238888,0.90135526871791,0.728491274813583,0.976082606413814,0.948775914096762,0.94103852005273,0.902413361915667,0.816531923144031
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila",0.518267581040146,0.205027657039247,0.837873943604287,0.339636373050971,0.844745824700458,-0.130933503199778,0.815190733540823,0.123859844165604,0.60492622903242,0.837790165014111,0.403264292985606,0.734547167773781,0.399475961104661,0.895988386701767,0.416198058989612,0.90158569322038,0.915335264728382,0.900058352954349,0.767892486044446,0.820468413355456,0.948775914096762,0.96486462233529,0.922467638230702,0.955680834813603
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Phascolarctobacterium--s__Ruminococcus_sp._N15.MGS-57",0.652104266593679,0.209595424821813,0.679389987280111,0.108938394318267,0.97264560283979,0.398627503833876,0.537651188741743,0.35606600525797,0.515189487933495,0.834228650769297,0.497804047012647,0.913379082475048,0.332153193362984,0.690686213326101,0.591579157393102,0.722272204542612,0.903703808335603,0.899270206591988,0.874594955524981,0.92501448479957,0.948775914096762,0.880606201213199,0.942134803241546,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Anaerotruncus--__",-0.949844987072539,0.231986803011871,-0.962778777567911,0.0940038082624289,-0.760067123643966,-0.154490012254153,-1.08172655929672,-0.446340279697138,0.343500932986807,0.816820876808256,0.337010152496369,0.925216186539149,0.448299122600212,0.877413344086778,0.281032749164166,0.655970401742495,0.814644892238888,0.883500132057909,0.728491274813583,0.934027769268094,0.948775914096762,0.96486462233529,0.884835784497079,0.858430402280302
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae",-0.364623089251142,0.262379530262983,-0.345877779459627,0.452149138069503,-0.058118792643237,0.804160344820306,0.140745877386015,1.03651559488662,0.715833007355352,0.793339233309253,0.729857259096255,0.651734577434672,0.953724330589716,0.422468508627155,0.888251119008013,0.301565681020601,0.942180384632749,0.86935566374428,0.94312865289619,0.778827597714816,0.982120528283542,0.72180796046315,0.974817410519871,0.66595754558716
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae--__",-0.327509779191521,0.324970868599959,-0.333422541901436,0.527419370812898,-0.0368650272536522,0.922155410004346,0.210593398851827,1.17137945266058,0.74367380608929,0.745593513061532,0.739221456497828,0.59858602275148,0.970637187892861,0.357802138928873,0.833477638049099,0.243232316837952,0.942180384632749,0.852873155228659,0.944065956491202,0.778827597714816,0.982120528283542,0.690882331047476,0.974817410519871,0.609038399641487
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae--__--__",-0.327509779191521,0.324970868599959,-0.333422541901436,0.527419370812898,-0.0368650272536522,0.922155410004346,0.210593398851827,1.17137945266058,0.74367380608929,0.745593513061532,0.739221456497828,0.59858602275148,0.970637187892861,0.357802138928873,0.833477638049099,0.243232316837952,0.942180384632749,0.852873155228659,0.944065956491202,0.778827597714816,0.982120528283542,0.690882331047476,0.974817410519871,0.609038399641487
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales",-0.315084459654462,0.351077875649604,-0.383499108396958,0.473311653429798,0.0800862483816174,0.801934082196493,0.160609380304909,0.701680709495438,0.753072916266152,0.725954644779856,0.701823332113193,0.636594504765963,0.936265711903527,0.423751553489319,0.872607535823659,0.483923803401338,0.942180384632749,0.841957589057247,0.94312865289619,0.778827597714816,0.982120528283542,0.72180796046315,0.974817410519871,0.739985227664105
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae",-0.315084459654462,0.351077875649604,-0.383499108396958,0.473311653429798,0.0800862483816174,0.801934082196493,0.160609380304909,0.701680709495438,0.753072916266152,0.725954644779856,0.701823332113193,0.636594504765963,0.936265711903527,0.423751553489319,0.872607535823659,0.483923803401338,0.942180384632749,0.841957589057247,0.94312865289619,0.778827597714816,0.982120528283542,0.72180796046315,0.974817410519871,0.739985227664105
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces--__",-0.565382262269443,0.370436733338012,-0.454010180334866,0.473933031849595,-0.311001792828831,0.843099481023103,-0.270431208231272,0.725185283154218,0.572537925953594,0.71150765752842,0.650393864103156,0.636152223560593,0.756191809250248,0.400400767736132,0.787183708216519,0.469424766766455,0.915335264728382,0.841957589057247,0.923327003503588,0.778827597714816,0.948775914096762,0.712698711580462,0.974817410519871,0.739985227664105
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--__",-0.108099527805801,0.374293689594372,-0.0362468007086918,0.448479336634969,-0.210596649726815,0.104879637596755,-0.158615001781673,0.18344226084385,0.914040582125117,0.708641560793581,0.971127601679725,0.654375055031821,0.833461875835562,0.916599477056328,0.874176052693373,0.854689230332197,0.993059764925697,0.841957589057247,0.989803132481259,0.778827597714816,0.962626123330773,0.965982511566447,0.974817410519871,0.915121802173868
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces",-0.485023874402143,0.378926444151336,-0.363561324908313,0.486595002823715,-0.198873639588151,0.808896902583791,-0.146279386141774,0.707092894781232,0.628266000095152,0.705204465774857,0.71663207762776,0.627168435783202,0.842606434297691,0.419746379210052,0.883888492423373,0.480563658859098,0.917245860079151,0.841957589057247,0.94312865289619,0.778827597714816,0.963844770167863,0.72180796046315,0.974817410519871,0.739985227664105
"d__Bacteria--p__Patescibacteria",-0.189642275865201,0.416062986288597,-0.0974219359533659,0.577359201851624,0.110114003912679,0.821491411230977,0.529718531912786,1.0783606194818,0.84980923881878,0.677876628764033,0.922504755711432,0.564456214028116,0.912452777426075,0.412559035352745,0.597055379424854,0.282537444933186,0.993059764925697,0.835522356383576,0.981873693573479,0.778827597714816,0.982120528283542,0.72180796046315,0.942134803241546,0.646380629415489
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia",-0.0369909771507554,0.459868213910544,0.00693803264536586,0.619830786060683,0.264720802259023,0.87761765359152,0.619906195127529,1.14431597187232,0.97053436206014,0.646184911132369,0.994472335731732,0.536194252943771,0.791554945734108,0.381435099551966,0.53621821940095,0.25424537640344,0.993059764925697,0.805830595059189,0.997373631844565,0.777927100784802,0.948775914096762,0.69312206661443,0.942134803241546,0.621923305356108
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales",-0.0369909771507554,0.459868213910544,0.00693803264536586,0.619830786060683,0.264720802259023,0.87761765359152,0.619906195127529,1.14431597187232,0.97053436206014,0.646184911132369,0.994472335731732,0.536194252943771,0.791554945734108,0.381435099551966,0.53621821940095,0.25424537640344,0.993059764925697,0.805830595059189,0.997373631844565,0.777927100784802,0.948775914096762,0.69312206661443,0.942134803241546,0.621923305356108
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010",0.543732218964307,0.471588724414794,0.500994193442917,0.27368091415323,0.0338931494314829,0.00171928955480426,-0.0100931093141646,0.113093985753268,0.587317768204722,0.637811169002864,0.617015746237606,0.784660135301408,0.973003322180542,0.998630295631883,0.99195981446173,0.910101449359365,0.915335264728382,0.80167569858858,0.916503932531156,0.821339321731877,0.982120528283542,0.998630295631883,0.99195981446173,0.958318744689662
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__",-0.0219486807201317,0.521510534091518,-0.248758927315499,0.389764398813247,-0.685962231883731,-0.136721295925718,-1.14960083389969,-0.977382384284481,0.982513898407847,0.602674328457647,0.80384404476575,0.697195788974593,0.493699653339941,0.891418790293722,0.252056519550869,0.329893114370551,0.993059764925697,0.773984728843072,0.948574476450967,0.797511729834247,0.948775914096762,0.96486462233529,0.837768464465457,0.69210451681724
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__--__",-0.0219486807201317,0.521510534091518,-0.248758927315499,0.389764398813247,-0.685962231883731,-0.136721295925718,-1.14960083389969,-0.977382384284481,0.982513898407847,0.602674328457647,0.80384404476575,0.697195788974593,0.493699653339941,0.891418790293722,0.252056519550869,0.329893114370551,0.993059764925697,0.773984728843072,0.948574476450967,0.797511729834247,0.948775914096762,0.96486462233529,0.837768464465457,0.69210451681724
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__DTU089",0.952773889662312,0.569122762427355,0.849421701659383,0.474127739595031,0.307052410260104,0.0285765439954942,0.0992278883912365,-0.26077435751414,0.34201877368993,0.570006743319061,0.396827415039288,0.636013662498498,0.759190656019652,0.977237064379042,0.921083916838572,0.794610440003111,0.814644892238888,0.773984728843072,0.767849669557555,0.778827597714816,0.948775914096762,0.988568640363636,0.974817410519871,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__DTU089--__",0.952773889662312,0.575251974166061,0.849421701659383,0.486367755964452,0.307052410260104,0.0460874595392503,0.0992278883912365,-0.237496260456788,0.34201877368993,0.565864027023688,0.396827415039288,0.627329184406723,0.759190656019652,0.963296613105788,0.921083916838572,0.812583442463323,0.814644892238888,0.773984728843072,0.767849669557555,0.778827597714816,0.948775914096762,0.98469269209595,0.974817410519871,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-004--s__uncultured_bacterium",-0.417573785735234,0.589520791346129,-0.607863044261136,0.209877290430331,-0.25690553832257,0.201670393490591,-0.180621604059259,0.228003939327595,0.676770631503763,0.55627665073732,0.544080076931783,0.83401329456603,0.797571766597674,0.840424338663444,0.856897541158608,0.819941753977404,0.938785162314579,0.769112934497685,0.914145098599753,0.86389650707491,0.948775914096762,0.94103852005273,0.974817410519871,0.899108544016602
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Clostridiaceae_1",0.804433352059465,0.61474937882046,0.551754633570269,0.48167834382928,0.137275230206593,0.222559666210874,0.396305654166166,0.606996768991448,0.422238213402303,0.539523315900286,0.581832617252183,0.630650329577692,0.89098061489362,0.824155165259227,0.692417659592832,0.544735489558829,0.859973054413071,0.75580799319952,0.915954318248485,0.778827597714816,0.981303178787661,0.94103852005273,0.96152321288437,0.780296782341026
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae",0.186576384926498,0.624535352186137,-0.136653428394385,0.300615584950085,0.249650184982345,0.728469495753225,0.314789671621624,0.544331634694821,0.852208896395832,0.533094112995825,0.89146456253609,0.764072822516362,0.803168415857675,0.467365141445107,0.753339320570967,0.586990480196222,0.993059764925697,0.753292133584511,0.971593788948506,0.821339321731877,0.948775914096762,0.745072747796388,0.967645755779073,0.800751702537585
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides",0.186576384926498,0.624535352186137,-0.136653428394385,0.300615584950085,0.249650184982345,0.728469495753225,0.314789671621624,0.544331634694821,0.852208896395832,0.533094112995825,0.89146456253609,0.764072822516362,0.803168415857675,0.467365141445107,0.753339320570967,0.586990480196222,0.993059764925697,0.753292133584511,0.971593788948506,0.821339321731877,0.948775914096762,0.745072747796388,0.967645755779073,0.800751702537585
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-014",1.17555010841158,0.627046525810786,1.05920341530401,0.475266928006048,0.665374940091847,0.305104300072031,0.537658695346297,0.0846462899754156,0.241371546822954,0.531450641546919,0.290992345469183,0.6352032325268,0.506739732913408,0.760673588729897,0.591573986340557,0.932651128461035,0.690836932612639,0.753292133584511,0.692804565910114,0.778827597714816,0.948775914096762,0.916265913697376,0.942134803241546,0.96922568251833
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Candidatus_Stoquefichus",0.240193284216295,0.633187644021063,0.127830647812881,0.444691367327841,0.466038815608239,0.722620627069107,0.474980142066668,0.707585408338233,0.810461550678744,0.527442448512333,0.89843232865503,0.657105138861626,0.641802352016723,0.470942208512811,0.635461206649719,0.480258521205064,0.987458900826975,0.753292133584511,0.971773743239114,0.778827597714816,0.948775914096762,0.745072747796388,0.942134803241546,0.739985227664105
"d__Bacteria--p__Actinobacteria--c__Actinobacteria",-0.735326118543988,0.653971665475374,-0.904454170403904,0.651721468824888,-0.73470972990073,1.17636610712149,-0.552262349347648,1.09300022638211,0.463125231223849,0.513993434296672,0.367019707668511,0.515455836941284,0.463559188623441,0.241153302824873,0.581553955082405,0.276078673375625,0.878882403567745,0.753292133584511,0.748155557939658,0.773183755411926,0.948775914096762,0.663026878237941,0.942134803241546,0.636181290822092
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Candidatus_Stoquefichus--__",0.254111370364027,0.663046929706157,0.148347802893286,0.47898369339893,0.486569284820935,0.747224432075562,0.485236119144583,0.745730472624938,0.799707845899716,0.508177913219839,0.882242065503636,0.632562157038306,0.627209261659669,0.455998085261692,0.62818526923406,0.456952432181613,0.981880675660655,0.753292133584511,0.971593788948506,0.778827597714816,0.948775914096762,0.745072747796388,0.942134803241546,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-004",-0.456138418549289,0.682464844851777,-0.582825761854203,0.367152467956881,-0.286235671351754,0.233796925771679,-0.254736664553341,0.239021873824757,0.648856002011521,0.49585261231628,0.560773920198734,0.713959257236982,0.775056691488098,0.815434225418275,0.799259861263883,0.811402347317333,0.921405310748654,0.753292133584511,0.914145098599753,0.809757632936376,0.948775914096762,0.94103852005273,0.974817410519871,0.898417001000881
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--s__uncultured_bacterium",0.540464219851569,0.731121272814747,0.584182662405923,0.814380953525815,0.782461506464961,0.987418631210745,1.39690169956519,1.51638339917277,0.589564118354694,0.465688490164715,0.559862818615843,0.41655941055233,0.435064893972108,0.324892003871955,0.164414498882675,0.131446185225075,0.915335264728382,0.751720506966392,0.914145098599753,0.689926523727296,0.948775914096762,0.678745012918447,0.804366317610627,0.516422095569756
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera--__",1.20993254868606,0.792632775769845,1.34748129898765,0.859057327771733,1.73336011137537,1.15905057359708,2.19442710754247,1.49510320675992,0.227936604263773,0.429071199358106,0.179597592541826,0.391511521461786,0.0848998019872936,0.248120410876387,0.0296737790058265,0.136907664560648,0.671146668109999,0.736047223709346,0.59521802108456,0.676634042526348,0.623580886829131,0.663026878237941,0.435053182171378,0.519937898354433
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Roseburia",0.629241548690198,0.795679585401258,0.500933119774588,0.629093994520822,0.573746518739747,0.757470023201223,0.772759837408512,0.742426051753422,0.530011493281221,0.42730242682585,0.61705863955866,0.530127027558762,0.566920577616267,0.449855281621339,0.440826332795809,0.458945668453773,0.903703808335603,0.736047223709346,0.916503932531156,0.777927100784802,0.948775914096762,0.745072747796388,0.922467638230702,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Roseburia--__",0.629241548690198,0.795679585401258,0.500933119774588,0.629093994520822,0.573746518739747,0.757470023201223,0.772759837408512,0.742426051753422,0.530011493281221,0.42730242682585,0.61705863955866,0.530127027558762,0.566920577616267,0.449855281621339,0.440826332795809,0.458945668453773,0.903703808335603,0.736047223709346,0.916503932531156,0.777927100784802,0.948775914096762,0.745072747796388,0.922467638230702,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales",-0.156468478434044,0.795951948946242,-0.0365661273943518,0.803445864373599,-0.09518158031705,0.322066382861445,-0.35140363314946,0.45098082231937,0.875844123344955,0.427144519779207,0.97087335543396,0.422832481952408,0.924286095799059,0.747812569324356,0.725756702891746,0.652629607246084,0.993059764925697,0.736047223709346,0.989803132481259,0.696687716377543,0.982120528283542,0.905090332197857,0.967645755779073,0.858326718420764
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides--__",0.345534893373701,0.796384480419069,0.0388498397124215,0.481448347430417,0.465464352595833,0.961847094570976,0.525725485772427,0.766178914871194,0.730107282267558,0.426893823348246,0.969055164160752,0.630813412634592,0.642212731072081,0.33754243123222,0.599820715497495,0.444727646282742,0.942180384632749,0.736047223709346,0.989803132481259,0.778827597714816,0.948775914096762,0.678745012918447,0.942134803241546,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae",1.44801035186452,0.798517467578879,1.10415445600388,0.497735836327098,1.44295900081922,1.052435608104,0.982756722036178,0.676180077937729,0.149403364222488,0.425658803824467,0.271068429341452,0.61930971110208,0.150927750805827,0.294147925096138,0.327239216070629,0.499927569045652,0.546095055433922,0.736047223709346,0.692804565910114,0.778827597714816,0.749922261816453,0.672942735112028,0.903272733944685,0.749837522462664
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae",1.79291758490858,0.82488678918009,1.71760533733273,1.18798609035489,0.733178511104403,1.27112911308062,0.0585824768080876,1.13946637378494,0.0747131866246465,0.4105652801023,0.087668397767821,0.236486301753829,0.464489933102204,0.205482667612057,0.953359165634213,0.256255291036328,0.465858693071325,0.736047223709346,0.510302265752177,0.548924408450493,0.948775914096762,0.663026878237941,0.974817410519871,0.622054828622537
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__",0.0782830584644613,0.841659960023333,0.18772853166161,0.899679851842173,0.376760831382436,1.07619962247354,0.111936148430076,0.874533504077555,0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017,0.993059764925697,0.728917019895741,0.969007959568826,0.656529386387359,0.948775914096762,0.663026878237941,0.974817410519871,0.711862050898728
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__",0.0782830584644613,0.841659960023333,0.18772853166161,0.899679851842173,0.376760831382436,1.07619962247354,0.111936148430076,0.874533504077555,0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017,0.993059764925697,0.728917019895741,0.969007959568826,0.656529386387359,0.948775914096762,0.663026878237941,0.974817410519871,0.711862050898728
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__--__",0.0782830584644613,0.841659960023333,0.18772853166161,0.899679851842173,0.376760831382436,1.07619962247354,0.111936148430076,0.874533504077555,0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017,0.993059764925697,0.728917019895741,0.969007959568826,0.656529386387359,0.948775914096762,0.663026878237941,0.974817410519871,0.711862050898728
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium--__",1.7220758971986,0.842552178831467,1.65678276994456,1.21074306286775,0.700532702359944,1.29195769473774,0.0171552615402303,1.17299329701604,0.0868226175561925,0.400635580716141,0.0993864246328701,0.227664641397671,0.484581339527812,0.198189428660477,0.986334534807586,0.242586449998803,0.493028435408379,0.728917019895741,0.510302265752177,0.532333499738673,0.948775914096762,0.663026878237941,0.989446000217074,0.609038399641487
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium",1.7220758971986,0.855529066500258,1.65678276994456,1.22473689479857,0.700532702359944,1.29958676383693,0.0171552615402303,1.18054662460402,0.0868226175561925,0.393434851660159,0.0993864246328701,0.222358838116455,0.484581339527812,0.195566440141016,0.986334534807586,0.23957976630735,0.493028435408379,0.728917019895741,0.510302265752177,0.526052938164253,0.948775914096762,0.663026878237941,0.989446000217074,0.609038399641487
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII",2.42668873121997,0.856708509909576,2.5112734502099,0.737119953608523,1.94896382767536,0.142219246096006,1.89865701591189,0.212736907770852,0.0162517727313996,0.392784334262582,0.0129516324432549,0.462059581790655,0.0529956417242107,0.887081396547704,0.0594442058681966,0.831809912982026,0.304003748740299,0.728917019895741,0.242271712762062,0.709830661881296,0.459009988746809,0.96486462233529,0.55597816076725,0.905875179206453
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales",1.60158538733243,0.857822557140771,1.54447344856179,1.22217258583235,0.591991191933138,1.26942288820003,-0.104890552085802,1.12729595825104,0.111050884704647,0.392170490130847,0.124311567606196,0.223324360541428,0.554666782571021,0.206088722207043,0.916596539903366,0.261348301882829,0.517744850821231,0.728917019895741,0.524109770601007,0.526052938164253,0.948775914096762,0.663026878237941,0.974817410519871,0.627172971265191
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--__",0.685046600205152,0.872253476582921,1.09767867810326,1.08904419764595,1.03208831189272,0.487816098066396,1.10257511327275,0.780273286252579,0.494220873710964,0.384272138893019,0.273879118992119,0.277666806084642,0.303541167391945,0.626331615869228,0.271898986958807,0.436412340944464,0.903703808335603,0.728917019895741,0.692804565910114,0.583925429640771,0.927489762121745,0.829889391026727,0.864885422506204,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-014--__",1.17069361477925,0.872447124965369,1.0334818047588,0.742714314717543,0.633772659708855,0.519112737448778,0.504168706647052,0.325550216586329,0.243313636643445,0.384166822820313,0.302829408099772,0.458673729816225,0.527106778177227,0.604381948322276,0.614849618982806,0.745200924898977,0.690836932612639,0.728917019895741,0.694920288585997,0.709830661881296,0.948775914096762,0.811922256048907,0.942134803241546,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__uncultured",1.79858735285827,0.979030454140742,1.77796479708994,0.92227578118288,2.24149146338383,1.45717573746506,2.79254906377218,1.77721527184176,0.0738073410078418,0.32892418083183,0.0771764596923209,0.357684170009839,0.0263276678426744,0.146979948882652,0.0058799277503203,0.0774814358972708,0.465858693071325,0.688144009898171,0.510302265752177,0.656529386387359,0.406800620467252,0.556424092198612,0.27901238317523,0.410163274922679
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__uncultured--s__uncultured_organism",1.79858735285827,0.982770875354564,1.77796479708994,0.927789552519504,2.24149146338383,1.4623075910679,2.79254906377218,1.77932828632368,0.0738073410078418,0.327084752124434,0.0771764596923209,0.354824449877267,0.0263276678426744,0.14557058697675,0.0058799277503203,0.0771331129414577,0.465858693071325,0.688144009898171,0.510302265752177,0.656529386387359,0.406800620467252,0.556424092198612,0.27901238317523,0.410163274922679
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__uncultured",0.671338928849877,1.00614971088524,0.538433019544408,1.361006684436,0.28249699901657,1.19019525634606,-0.0598055201824314,0.522551077871623,0.502889827303056,0.315740700402332,0.590974253138562,0.175302492022451,0.777916504781036,0.235689688618022,0.952386587189232,0.602027997290888,0.903703808335603,0.67386270287209,0.916503932531156,0.492358125838216,0.948775914096762,0.663026878237941,0.974817410519871,0.80778440142828
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--__",-1.83797464082494,1.04486023337403,-1.66635322258085,1.31667647649514,-1.53087398768436,0.689741503964563,-1.19629132319299,0.651847314284786,0.067761562356263,0.297536964560611,0.0974631336080936,0.189709015815373,0.127715521907886,0.491331590117413,0.233386388383114,0.515458892382683,0.448920350610242,0.652529342967408,0.510302265752177,0.49536688124211,0.655057031721094,0.763987130725258,0.837768464465457,0.750485280044071
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--__--__",-1.83797464082494,1.04486023337403,-1.66635322258085,1.31667647649514,-1.53087398768436,0.689741503964563,-1.19629132319299,0.651847314284786,0.067761562356263,0.297536964560611,0.0974631336080936,0.189709015815373,0.127715521907886,0.491331590117413,0.233386388383114,0.515458892382683,0.448920350610242,0.652529342967408,0.510302265752177,0.49536688124211,0.655057031721094,0.763987130725258,0.837768464465457,0.750485280044071
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--s__uncultured_bacterium",0.367636435327842,1.05030970101127,0.631532273498652,1.40210963552107,0.650625028205735,1.22623294042536,0.705003976920157,0.39601472750891,0.713588585033998,0.295032306256228,0.528530972147144,0.162695186780122,0.516193532801183,0.221868777679385,0.481852348515001,0.69263526988183,0.942180384632749,0.652529342967408,0.914145098599753,0.481851724961234,0.948775914096762,0.663026878237941,0.942134803241546,0.863756924793811
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--g__Eubacterium_nodatum_group",2.46114844964931,1.0632183910512,2.30933070720967,0.770938854880815,1.58493713956533,0.101992050741109,1.30551484758662,0.0706462643788322,0.0148191769278661,0.289156261939797,0.0221139788505819,0.441807087041978,0.114895319415178,0.918887580184302,0.193627461568858,0.9437697725492,0.294531141441339,0.652232383112002,0.305749794542829,0.70956895797651,0.654128269696311,0.965982511566447,0.8325899324942,0.97758562759168
